"","X","Brewery_ID","Name.x","Beer_ID","ABV","IBU","Style","Ounces","Name.y","City","State"
"1897",1897,381,"1327 Pod's ESB",886,0.056,37,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1898",1898,381,"1327 Pod's ESB",612,0.056,37,"Extra Special / Strong Bitter (ESB)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1899",1899,381,"834 Happy As Ale",611,0.046,35,"American Pale Ale (APA)",12,"Blue Blood Brewing Company","Lincoln"," NE"
"1900",1900,382,"Bermuda Triangle Ginger Beer",1554,0.045,NA,"Herbed / Spiced Beer",12,"Swashbuckler Brewing Company","Manheim"," PA"
"1901",1901,383,"Full Nelson Pale Ale",1547,0.059,60,"American Pale Ale (APA)",12,"Blue Mountain Brewery","Afton"," VA"
"1902",1902,383,"Steel Wheels ESB",1546,0.065,30,"Extra Special / Strong Bitter (ESB)",12,"Blue Mountain Brewery","Afton"," VA"
"1903",1903,383,"Blue Mountain Classic Lager",1545,0.053,22,"Euro Pale Lager",12,"Blue Mountain Brewery","Afton"," VA"
"1904",1904,383,"Full Nelson Pale Ale (2010)",119,0.059,60,"American Pale Ale (APA)",12,"Blue Mountain Brewery","Afton"," VA"
"1905",1905,384,"Starr Pils",1544,0.042,20,"German Pilsener",12,"Starr Hill Brewery","Crozet"," VA"
"1906",1906,384,"Northern Lights India Pale Ale",1205,0.065,52,"American IPA",16,"Starr Hill Brewery","Crozet"," VA"
"1907",1907,384,"Festie",369,0.048,12,"Märzen / Oktoberfest",12,"Starr Hill Brewery","Crozet"," VA"
"1908",1908,384,"Northern Lights India Pale Ale",368,0.065,52,"American IPA",12,"Starr Hill Brewery","Crozet"," VA"
"1909",1909,385,"One Claw",1542,0.055,NA,"American Pale Ale (APA)",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1910",1910,385,"Westbrook Gose",1312,0.04,5,"Gose",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1911",1911,385,"White Thai",576,0.05,16,"Witbier",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1912",1912,385,"Westbrook IPA",575,0.068,65,"American IPA",12,"Westbrook Brewing Company","Mt. Pleasant"," SC"
"1913",1913,386,"Monkey Fist IPA",1539,0.069,65,"American IPA",12,"Shipyard Brewing Company","Portland"," ME"
"1914",1914,386,"Shipyard Summer Ale",975,0.051,NA,"American Pale Wheat Ale",12,"Shipyard Brewing Company","Portland"," ME"
"1915",1915,386,"Pumpkinhead Ale",814,0.047,NA,"Pumpkin Ale",12,"Shipyard Brewing Company","Portland"," ME"
"1916",1916,386,"Shipyard Export",727,0.051,NA,"American Blonde Ale",12,"Shipyard Brewing Company","Portland"," ME"
"1917",1917,387,"Stout Ol' Friend",1538,0.064,NA,"American Stout",16,"Revolution Brewing","Paonia"," CO"
"1918",1918,387,"Stout Ol' Friend (2012)",1075,0.064,NA,"American Stout",16,"Revolution Brewing","Paonia"," CO"
"1919",1919,387,"Rye Porter",710,NA,NA,"American Porter",16,"Revolution Brewing","Paonia"," CO"
"1920",1920,387,"Miner's Gold",709,0.05,NA,"American Blonde Ale",16,"Revolution Brewing","Paonia"," CO"
"1921",1921,387,"Vienna Lager",708,0.046,NA,"Vienna Lager",16,"Revolution Brewing","Paonia"," CO"
"1922",1922,387,"Jessie's Garage",706,0.056,NA,"American Pale Ale (APA)",16,"Revolution Brewing","Paonia"," CO"
"1923",1923,387,"Colorado Red Ale",220,0.062,NA,"American Amber / Red Ale",12,"Revolution Brewing","Paonia"," CO"
"1924",1924,387,"Miner's Gold",219,NA,NA,"American Blonde Ale",12,"Revolution Brewing","Paonia"," CO"
"1925",1925,388,"Undun Blonde Ale",1537,0.053,NA,"American Blonde Ale",16,"Natian Brewery","Portland"," OR"
"1926",1926,388,"CuDa Cascadian Dark Ale",1536,0.074,NA,"American Black Ale",16,"Natian Brewery","Portland"," OR"
"1927",1927,388,"Old Grogham Imperial India Pale Ale",1265,0.085,86,"American Double / Imperial IPA",16,"Natian Brewery","Portland"," OR"
"1928",1928,388,"Old Grogham Imperial India Pale Ale (2012)",747,0.085,86,"American Double / Imperial IPA",16,"Natian Brewery","Portland"," OR"
"1929",1929,388,"CuDa Cascadian Dark Ale (2012)",746,0.074,NA,"American Black Ale",16,"Natian Brewery","Portland"," OR"
"1930",1930,388,"Undun Blonde Ale (2012)",654,0.053,NA,"American Blonde Ale",16,"Natian Brewery","Portland"," OR"
"1931",1931,389,"Kentucky Kölsch",1535,0.043,NA,"Kölsch",16,"Alltech's Lexington Brewing Company","Lexington"," KY"
"1932",1932,389,"Kentucky IPA",1149,0.065,NA,"American IPA",16,"Alltech's Lexington Brewing Company","Lexington"," KY"
"1933",1933,390,"G'KNIGHT",1533,0.087,85,"American Double / Imperial IPA",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1934",1934,390,"Ten Fidy",1532,0.099,98,"Russian Imperial Stout",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1935",1935,390,"Deviant Dale's IPA",1328,0.08,85,"American Double / Imperial IPA",16,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1936",1936,390,"Old Chub",1175,0.08,35,"Scottish Ale",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1937",1937,390,"Dale's Pale Ale",1166,0.065,65,"American Pale Ale (APA)",19.2,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1938",1938,390,"Dale's Pale Ale",1065,0.065,65,"American Pale Ale (APA)",12,"Oskar Blues Brewery (North Carol...","Brevard"," NC"
"1939",1939,391,"Clem's Gold",1530,0.053,NA,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"1940",1940,391,"Lizzy's Red",1529,0.055,NA,"American Amber / Red Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"1941",1941,391,"Orlison India Pale Lager",1528,0.067,NA,"American Pale Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"1942",1942,391,"Brünette",1527,0.042,NA,"Euro Dark Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"1943",1943,391,"Havanüther",1526,0.041,NA,"Light Lager",16,"Orlison Brewing Company","Airway Heights"," WA"
"1944",1944,392,"Agave Wheat",1522,0.042,9,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"1945",1945,392,"SummerBright Ale",397,0.045,15,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver"," CO"
"1946",1946,392,"Lucky U IPA",193,0.062,68,"American IPA",12,"Breckenridge Brewery","Denver"," CO"
"1947",1947,392,"Avalanche Ale",83,0.054,19,"American Amber / Red Ale",12,"Breckenridge Brewery","Denver"," CO"
"1948",1948,393,"Saison 88",1519,0.055,30,"Saison / Farmhouse Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1949",1949,393,"Black IPA",967,0.071,95,"American Black Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1950",1950,393,"Santa Fe Irish Red Ale",599,0.045,NA,"Irish Red Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1951",1951,393,"Santa Fe Oktoberfest",307,NA,NA,"Märzen / Oktoberfest",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1952",1952,393,"Imperial Java Stout",305,0.08,NA,"Russian Imperial Stout",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1953",1953,393,"Freestyle Pilsner",304,0.055,NA,"German Pilsener",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1954",1954,393,"Happy Camper IPA",217,0.066,NA,"American IPA",12,"Santa Fe Brewing Company","Santa Fe"," NM"
"1955",1955,394,"Shark Bait",1508,0.053,11,"Fruit / Vegetable Beer",12,"Miami Brewing Company","Miami"," FL"
"1956",1956,394,"Gator Tail Brown Ale",1507,0.053,30,"American Brown Ale",12,"Miami Brewing Company","Miami"," FL"
"1957",1957,394,"Miami Vice IPA",1506,0.071,62,"American IPA",12,"Miami Brewing Company","Miami"," FL"
"1958",1958,394,"Big Rod Coconut Ale",1325,0.053,16,"American Blonde Ale",12,"Miami Brewing Company","Miami"," FL"
"1959",1959,395,"Oak Aged Cider",1503,0.065,NA,"Cider",12,"Schilling & Company","Seattle"," WA"
"1960",1960,395,"Ginger Cider",1466,0.065,NA,"Cider",12,"Schilling & Company","Seattle"," WA"
"1961",1961,395,"Schilling Hard Cider",1245,0.065,NA,"Cider",12,"Schilling & Company","Seattle"," WA"
"1962",1962,396,"Green House India Pale Ale",1501,0.07,NA,"American IPA",12,"Hops & Grain Brewery","Austin"," TX"
"1963",1963,396,"The One They Call Zoe",1004,0.051,NA,"American Pale Lager",12,"Hops & Grain Brewery","Austin"," TX"
"1964",1964,396,"Alteration",502,0.051,40,"Altbier",12,"Hops & Grain Brewery","Austin"," TX"
"1965",1965,396,"Pale Dog",501,0.06,50,"American Pale Ale (APA)",12,"Hops & Grain Brewery","Austin"," TX"
"1966",1966,397,"Super G IPA",1498,0.06,NA,"American IPA",16,"White Flame Brewing Company","Hudsonville"," MI"
"1967",1967,398,"1881 California Red",1479,0.056,35,"American Amber / Red Ale",12,"Ruhstaller Beer Company","Sacramento"," CA"
"1968",1968,398,"CAPT Black IPA",1478,0.073,55,"American Black Ale",12,"Ruhstaller Beer Company","Sacramento"," CA"
"1969",1969,398,"Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,"American Amber / Red Lager",12,"Ruhstaller Beer Company","Sacramento"," CA"
"1970",1970,398,"CAPT Black IPA",883,0.073,55,"American Black Ale",16,"Ruhstaller Beer Company","Sacramento"," CA"
"1971",1971,398,"1881 California Red Ale",882,0.056,35,"American Amber / Red Ale",16,"Ruhstaller Beer Company","Sacramento"," CA"
"1972",1972,399,"Oval Beach Blonde Ale",1477,0.05,11,"American Blonde Ale",16,"Saugatuck Brewing Company","Douglas"," MI"
"1973",1973,400,"Squeaky Bike Nut Brown Ale",1476,0.04,NA,"American Brown Ale",16,"Moab Brewery","Moab"," UT"
"1974",1974,400,"Dead Horse Amber",902,0.04,NA,"American Pale Wheat Ale",16,"Moab Brewery","Moab"," UT"
"1975",1975,400,"Rocket Bike American Lager",645,0.04,NA,"California Common / Steam Beer",16,"Moab Brewery","Moab"," UT"
"1976",1976,400,"Johnny's American IPA",644,0.04,NA,"American IPA",16,"Moab Brewery","Moab"," UT"
"1977",1977,401,"Macon Progress Ale",1475,0.05,NA,"American Pale Ale (APA)",12,"Macon Beer Company","Macon"," GA"
"1978",1978,401,"Macon History Ale",1008,0.055,NA,"American Brown Ale",12,"Macon Beer Company","Macon"," GA"
"1979",1979,402,"Dusty Trail Pale Ale",1474,0.054,NA,"American Pale Ale (APA)",16,"Amnesia Brewing Company","Washougal"," WA"
"1980",1980,402,"Damnesia",1473,0.062,NA,"American IPA",16,"Amnesia Brewing Company","Washougal"," WA"
"1981",1981,402,"Desolation IPA",837,0.062,43,"American IPA",16,"Amnesia Brewing Company","Washougal"," WA"
"1982",1982,403,"Wolverine Premium Lager",1468,0.047,15,"American Pale Lager",12,"Wolverine State Brewing Company","Ann Arbor"," MI"
"1983",1983,404,"Happy Cider",1467,0.055,NA,"Cider",16,"Red Tank Cider Company","Bend"," OR"
"1984",1984,405,"Granny Smith Hard Apple Cider",1465,0.069,NA,"Cider",16,"Cascadia Ciderworks United","Portland"," OR"
"1985",1985,405,"Dry Hard Apple Cider",1464,0.069,NA,"Cider",16,"Cascadia Ciderworks United","Portland"," OR"
"1986",1986,406,"Sudice American Stout",1455,0.07,58,"American Stout",16,"Fate Brewing Company","Boulder"," CO"
"1987",1987,406,"Parcae Belgian Style Pale Ale",1454,0.05,20,"Belgian Pale Ale",16,"Fate Brewing Company","Boulder"," CO"
"1988",1988,406,"Norns Roggenbier",1453,0.05,20,"Roggenbier",16,"Fate Brewing Company","Boulder"," CO"
"1989",1989,406,"Laimas Kölsch Style Ale",1452,0.05,20,"Kölsch",16,"Fate Brewing Company","Boulder"," CO"
"1990",1990,406,"Moirai India Pale Ale",1451,0.07,70,"American IPA",16,"Fate Brewing Company","Boulder"," CO"
"1991",1991,407,"Lazy Monk Bohemian Pilsner",1445,0.05,NA,"Czech Pilsener",16,"Lazy Monk Brewing","Eau Claire"," WI"
"1992",1992,408,"Blown Out Brown",1441,0.052,NA,"American Brown Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"1993",1993,408,"Single Hop Ale",1413,0.063,NA,"American Pale Ale (APA)",12,"Bitter Root Brewing","Hamilton"," MT"
"1994",1994,408,"Sawtooth Ale",1411,0.054,NA,"American Blonde Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"1995",1995,409,"Pub Beer",1436,0.05,NA,"American Pale Lager",12,"10 Barrel Brewing Company","Bend"," OR"
"1996",1996,410,"Hat Trick Hop IPA",1433,0.068,NA,"American IPA",16,"Tamarack Brewing Company","Lakeside"," MT"
"1997",1997,410,"Yard Sale Amber Ale",1432,0.056,NA,"American Amber / Red Ale",16,"Tamarack Brewing Company","Lakeside"," MT"
"1998",1998,411,"Weiss Trash Culture",1417,0.034,6,"Berliner Weissbier",12,"New England Brewing Company","Woodbridge"," CT"
"1999",1999,411,"Sea Hag IPA",885,0.062,NA,"American IPA",12,"New England Brewing Company","Woodbridge"," CT"
"2000",2000,411,"Elm City Pilsner",884,0.05,NA,"American Pilsner",12,"New England Brewing Company","Woodbridge"," CT"
"2001",2001,411,"Atlantic Amber Ale (2004)",757,0.05,NA,"American Amber / Red Ale",12,"New England Brewing Company","Woodbridge"," CT"
"2002",2002,411,"668 Neighbor of the Beast12 oz.",568,0.09,NA,"Belgian Pale Ale",12,"New England Brewing Company","Woodbridge"," CT"
"2003",2003,411,"Gandhi-Bot Double IPA (12 oz.)",320,0.088,85,"American Double / Imperial IPA",12,"New England Brewing Company","Woodbridge"," CT"
"2004",2004,411,"668 Neighbor of the Beast (16 oz.) (2010)",43,0.09,NA,"Belgian Pale Ale",16,"New England Brewing Company","Woodbridge"," CT"
"2005",2005,411,"Gandhi-Bot Double IPA (16 oz.) (2010)",42,0.088,85,"American Double / Imperial IPA",16,"New England Brewing Company","Woodbridge"," CT"
"2006",2006,411,"Elm City Lager (2007)",41,0.05,NA,"American Pilsner",12,"New England Brewing Company","Woodbridge"," CT"
"2007",2007,411,"Atlantic Amber Ale (2007)",40,0.05,NA,"American Amber / Red Ale",12,"New England Brewing Company","Woodbridge"," CT"
"2008",2008,411,"Sea Hag IPA (Current)",39,0.062,NA,"American IPA",12,"New England Brewing Company","Woodbridge"," CT"
"2009",2009,412,"Dry Cider",1416,0.065,NA,"Cider",16,"Seattle Cider Company","Seattle"," WA"
"2010",2010,412,"Dry Hard Cider",1415,0.065,NA,"Cider",16,"Seattle Cider Company","Seattle"," WA"
"2011",2011,413,"Sand Island Lighthouse",1410,0.051,25,"Kölsch",12,"Straight to Ale","Huntsville"," AL"
"2012",2012,413,"Lily Flagg Milk Stout",925,0.05,30,"Milk / Sweet Stout",12,"Straight to Ale","Huntsville"," AL"
"2013",2013,413,"Monkeynaut IPA",637,0.072,70,"American IPA",12,"Straight to Ale","Huntsville"," AL"
"2014",2014,414,"Heavy Machinery IPA Series #1: Heavy Fist",1409,0.07,NA,"American Black Ale",16,"Austin Beerworks","Austin"," TX"
"2015",2015,414,"Fire Eagle IPA",343,0.062,NA,"American IPA",12,"Austin Beerworks","Austin"," TX"
"2016",2016,414,"Peacemaker",342,0.051,NA,"American Pale Ale (APA)",12,"Austin Beerworks","Austin"," TX"
"2017",2017,414,"Pearl-Snap",341,0.053,NA,"German Pilsener",12,"Austin Beerworks","Austin"," TX"
"2018",2018,414,"Black Thunder",340,0.052,NA,"Schwarzbier",12,"Austin Beerworks","Austin"," TX"
"2019",2019,415,"Kölsch 151",1408,0.049,16,"Kölsch",12,"Blue Mountain Brewery","Arrington"," VA"
"2020",2020,416,"Tybee Island Blonde",1407,0.047,17,"American Blonde Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"2021",2021,416,"Savannah Brown Ale",1406,0.062,55,"American Brown Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"2022",2022,417,"Helen's Blend",1405,0.05,NA,"Cider",12,"Jack's Hard Cider (Hauser Estate...","Biglerville"," PA"
"2023",2023,417,"Jack's Hard Cider",823,0.051,NA,"Cider",12,"Jack's Hard Cider (Hauser Estate...","Biglerville"," PA"
"2024",2024,418,"Hazed & Infused",1395,0.049,35,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"2025",2025,418,"Hoopla Pale Ale",808,0.057,35,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"2026",2026,418,"Hazed & Infused (2010)",81,0.049,35,"American Pale Ale (APA)",12,"Boulder Beer Company","Boulder"," CO"
"2027",2027,419,"Cascadian Dark Ale",1393,0.06,75,"American Black Ale",12,"Coalition Brewing Company","Portland"," OR"
"2028",2028,419,"Wheat the People",893,0.044,13,"American Pale Wheat Ale",16,"Coalition Brewing Company","Portland"," OR"
"2029",2029,420,"Sanitas Saison Ale",1392,0.058,20,"Saison / Farmhouse Ale",12,"Sanitas Brewing Company","Boulder"," CO"
"2030",2030,420,"Sanitas Black IPA",1391,0.068,65,"American Black Ale",12,"Sanitas Brewing Company","Boulder"," CO"
"2031",2031,421,"Beaver Logger",1383,0.052,19,"American Pale Lager",12,"Gore Range Brewery","Edwards"," CO"
"2032",2032,422,"Nectar of the Hops",1375,0.08,NA,"Mead",16,"Redstone Meadery","Boulder"," CO"
"2033",2033,422,"Sunshine Nectar",1374,0.08,NA,"Mead",16,"Redstone Meadery","Boulder"," CO"
"2034",2034,422,"Black Raspberry Nectar",1373,0.08,NA,"Mead",16,"Redstone Meadery","Boulder"," CO"
"2035",2035,423,"Yellow Collar",1372,0.059,NA,"Mead",12,"Blue Dog Mead","Eugene"," OR"
"2036",2036,423,"Green Collar",1371,0.059,NA,"Mead",12,"Blue Dog Mead","Eugene"," OR"
"2037",2037,424,"Grazias",1351,0.063,30,"Cream Ale",16,"Hess Brewing Company","San Diego"," CA"
"2038",2038,424,"Habitus IPA",1346,0.08,86,"American IPA",16,"Hess Brewing Company","San Diego"," CA"
"2039",2039,424,"Ex Umbris Rye Imperial Stout",904,0.099,85,"American Double / Imperial Stout",16,"Hess Brewing Company","San Diego"," CA"
"2040",2040,425,"Patty's Chile Beer",1345,0.042,NA,"Chile Beer",12,"Wynkoop Brewing Company","Denver"," CO"
"2041",2041,425,"Colorojo Imperial Red Ale",1316,0.082,NA,"American Strong Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"2042",2042,425,"Wynkoop Pumpkin Ale",1045,0.055,NA,"Pumpkin Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"2043",2043,425,"Rocky Mountain Oyster Stout",1035,0.075,NA,"American Stout",12,"Wynkoop Brewing Company","Denver"," CO"
"2044",2044,425,"Belgorado",928,0.067,45,"Belgian IPA",12,"Wynkoop Brewing Company","Denver"," CO"
"2045",2045,425,"Rail Yard Ale",807,0.052,NA,"American Amber / Red Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"2046",2046,425,"B3K Black Lager",620,0.055,NA,"Schwarzbier",12,"Wynkoop Brewing Company","Denver"," CO"
"2047",2047,425,"Silverback Pale Ale",145,0.055,40,"American Pale Ale (APA)",12,"Wynkoop Brewing Company","Denver"," CO"
"2048",2048,425,"Rail Yard Ale (2009)",84,0.052,NA,"American Amber / Red Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"2049",2049,426,"First Press",1342,0.05,NA,"Cider",12,"Ciderboys","Stevens Point"," WI"
"2050",2050,426,"Magic Apple",1341,0.05,NA,"Cider",12,"Ciderboys","Stevens Point"," WI"
"2051",2051,427,"Quakertown Stout",1333,0.092,50,"American Double / Imperial Stout",12,"Armadillo Ale Works","Denton"," TX"
"2052",2052,427,"Greenbelt Farmhouse Ale",1332,0.051,20,"Saison / Farmhouse Ale",12,"Armadillo Ale Works","Denton"," TX"
"2053",2053,428,"Track 1 Amber Lager",1330,0.045,NA,"American Amber / Red Lager",16,"Roanoke Railhouse Brewery","Roanoke"," VA"
"2054",2054,429,"Schlafly Yakima Wheat Ale",1324,0.05,45,"American Pale Wheat Ale",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2055",2055,429,"Schlafly Black Lager",1323,0.05,NA,"Schwarzbier",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2056",2056,429,"Schlafly IPA",1078,0.045,30,"American IPA",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2057",2057,429,"Schlafly American Brown Ale",1077,0.05,30,"American Brown Ale",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2058",2058,429,"Schlafly Hefeweizen",588,0.041,16,"Hefeweizen",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2059",2059,429,"Schlafly Summer Lager",53,0.045,17,"Munich Helles Lager",12,"Schlafly Brewing Company","Saint Louis"," MO"
"2060",2060,430,"Green Bullet Organic India Pale Ale",1322,0.07,45,"American IPA",16,"Asher Brewing Company","Boulder"," CO"
"2061",2061,431,"Face Plant IPA",1309,0.062,65,"American IPA",12,"Lost Rhino Brewing Company","Ashburn"," VA"
"2062",2062,431,"Rhino Chasers Pilsner",1308,0.056,55,"Czech Pilsener",12,"Lost Rhino Brewing Company","Ashburn"," VA"
"2063",2063,432,"Paleo IPA",1307,0.06,NA,"English India Pale Ale (IPA)",12,"North Country Brewing Company","Slippery Rock"," PA"
"2064",2064,432,"Buck Snort Stout",1306,0.061,NA,"American Stout",12,"North Country Brewing Company","Slippery Rock"," PA"
"2065",2065,432,"Station 33 Firehouse Red",1305,0.055,NA,"Irish Red Ale",12,"North Country Brewing Company","Slippery Rock"," PA"
"2066",2066,432,"Slimy Pebble Pils",1304,0.045,NA,"German Pilsener",12,"North Country Brewing Company","Slippery Rock"," PA"
"2067",2067,433,"Blur India Pale Ale",1302,0.074,60,"American IPA",12,"Seabright Brewery","Santa Cruz"," CA"
"2068",2068,434,"Gateway Kolsch Style Ale",1300,0.053,32,"Kölsch",12,"French Broad Brewery","Asheville"," NC"
"2069",2069,434,"Wee-Heavy-Er Scotch Ale",1260,0.07,24,"Scotch Ale / Wee Heavy",12,"French Broad Brewery","Asheville"," NC"
"2070",2070,434,"13 Rebels ESB",1259,0.052,42,"Extra Special / Strong Bitter (ESB)",12,"French Broad Brewery","Asheville"," NC"
"2071",2071,435,"Angry Orchard Apple Ginger",1294,0.05,NA,"Cider",16,"Angry Orchard Cider Company","Cincinnati"," OH"
"2072",2072,435,"Angry Orchard Crisp Apple",1293,0.05,NA,"Cider",16,"Angry Orchard Cider Company","Cincinnati"," OH"
"2073",2073,435,"Angry Orchard Crisp Apple",1292,0.05,NA,"Cider",12,"Angry Orchard Cider Company","Cincinnati"," OH"
"2074",2074,436,"No Limits Hefeweizen",1285,0.05,NA,"Hefeweizen",16,"Two Roads Brewing Company","Stratford"," CT"
"2075",2075,436,"Honeyspot Road White IPA",1189,0.06,NA,"American White IPA",12,"Two Roads Brewing Company","Stratford"," CT"
"2076",2076,436,"Road 2 Ruin Double IPA",1171,0.072,NA,"American Double / Imperial IPA",12,"Two Roads Brewing Company","Stratford"," CT"
"2077",2077,436,"Workers Comp Saison",1170,0.048,NA,"Saison / Farmhouse Ale",12,"Two Roads Brewing Company","Stratford"," CT"
"2078",2078,436,"Ol' Factory Pils",1169,0.05,NA,"German Pilsener",12,"Two Roads Brewing Company","Stratford"," CT"
"2079",2079,437,"Na Zdraví Pilsner",1283,0.048,32,"Czech Pilsener",16,"Southern Oregon Brewing Company","Medford"," OR"
"2080",2080,437,"Nice Rack IPA",1282,0.055,65,"American IPA",16,"Southern Oregon Brewing Company","Medford"," OR"
"2081",2081,438,"East India Pale Ale",1279,0.068,47,"English India Pale Ale (IPA)",16,"Brooklyn Brewery","Brooklyn"," NY"
"2082",2082,438,"Brooklyn Summer Ale",756,0.045,NA,"English Pale Mild Ale",12,"Brooklyn Brewery","Brooklyn"," NY"
"2083",2083,438,"East India Pale Ale",566,0.068,47,"English India Pale Ale (IPA)",12,"Brooklyn Brewery","Brooklyn"," NY"
"2084",2084,438,"Brooklyn Summer Ale (2011)",328,0.045,NA,"English Pale Mild Ale",12,"Brooklyn Brewery","Brooklyn"," NY"
"2085",2085,438,"Brooklyn Lager (16 oz.)",66,0.052,NA,"American Amber / Red Lager",16,"Brooklyn Brewery","Brooklyn"," NY"
"2086",2086,438,"Brooklyn Lager (12 oz.)",65,0.052,NA,"American Amber / Red Lager",12,"Brooklyn Brewery","Brooklyn"," NY"
"2087",2087,439,"Northern Hawk Owl Amber",1278,0.058,NA,"American Amber / Red Ale",12,"The Right Brain Brewery","Traverse City"," MI"
"2088",2088,439,"CEO Stout",1277,0.059,NA,"American Stout",16,"The Right Brain Brewery","Traverse City"," MI"
"2089",2089,439,"Will Power Pale Ale",1276,0.047,NA,"American Pale Ale (APA)",16,"The Right Brain Brewery","Traverse City"," MI"
"2090",2090,440,"Longboard Island Lager",1274,0.046,18,"American Amber / Red Lager",24,"Kona Brewing Company","Kona"," HI"
"2091",2091,440,"Longboard Island Lager",1220,0.046,18,"American Amber / Red Lager",16,"Kona Brewing Company","Kona"," HI"
"2092",2092,440,"Longboard Island Lager",1070,0.046,18,"American Amber / Red Lager",12,"Kona Brewing Company","Kona"," HI"
"2093",2093,440,"Longboard Island Lager",590,0.046,18,"American Amber / Red Lager",12,"Kona Brewing Company","Kona"," HI"
"2094",2094,441,"SNO White Ale",1273,0.048,NA,"Witbier",16,"MillKing It Productions","Royal Oak"," MI"
"2095",2095,441,"BRIK Irish Red Ale",365,0.048,NA,"Irish Red Ale",16,"MillKing It Productions","Royal Oak"," MI"
"2096",2096,441,"AXL Pale Ale",273,NA,NA,"American Pale Ale (APA)",16,"MillKing It Productions","Royal Oak"," MI"
"2097",2097,442,"Rustic Red",1268,0.052,23,"Irish Red Ale",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"2098",2098,442,"Stimulator Pale Ale",697,0.053,48,"American Pale Ale (APA)",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"2099",2099,442,"Old Town Ale",696,0.045,22,"Kölsch",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"2100",2100,442,"Car 21",695,0.044,28,"English Bitter",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"2101",2101,442,"Cache La Porter",694,0.05,24,"American Porter",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"2102",2102,443,"O'Fallon Pumpkin Beer",1264,0.055,NA,"Pumpkin Ale",12,"O'Fallon Brewery","O'Fallon"," MO"
"2103",2103,443,"5 Day IPA",1258,0.061,66,"American IPA",12,"O'Fallon Brewery","O'Fallon"," MO"
"2104",2104,443,"O'Fallon Wheach",128,0.051,7,"Fruit / Vegetable Beer",12,"O'Fallon Brewery","O'Fallon"," MO"
"2105",2105,444,"Marble Pilsner",1262,0.047,NA,"German Pilsener",12,"Marble Brewery","Albuquerque"," NM"
"2106",2106,444,"Marble India Pale Ale",845,0.062,NA,"American IPA",12,"Marble Brewery","Albuquerque"," NM"
"2107",2107,445,"Jack Pine Savage",1257,0.053,43,"American Pale Ale (APA)",16,"Big Wood Brewery","Vadnais Heights"," MN"
"2108",2108,445,"Forest Fire Imperial Smoked Rye",1256,0.099,85,"Rye Beer",16,"Big Wood Brewery","Vadnais Heights"," MN"
"2109",2109,445,"Bad Axe Imperial IPA",1255,0.098,76,"American Double / Imperial IPA",16,"Big Wood Brewery","Vadnais Heights"," MN"
"2110",2110,445,"Morning Wood",986,0.055,35,"Oatmeal Stout",16,"Big Wood Brewery","Vadnais Heights"," MN"
"2111",2111,445,"Bark Bite IPA",985,0.066,50,"American IPA",16,"Big Wood Brewery","Vadnais Heights"," MN"
